,user_id,business_id,text,date,compliment_count
13003,NMmu4oC-YRqdi0WY9pV78g,VOh-vGJlUJnaAb3tgPreQg,Movies are here.,2010-03-13 02:43:14,0
13140,dLWDy4yzVzMQuhjoEcRO0g,_98ytLdlPEDp0FTuO31R7Q,: ),2012-08-19 02:20:37,0
13295,sabwyIBd5jMWNimKVNllaQ,bsh9cybt86WpquD9UkG7yQ,"The Butler, with my wife's 100 year old grandmother.",2013-09-08 19:01:25,0
13375,mnDv7bo0HjB6hboYKLazSw,lqCJiHlxzRpuYt-u_XQUvg,The Dark Knight Rises FTW!!!,2012-08-04 17:18:30,0
13384,o68A_3bAJTge-ioGXHdxKA,nvBhlpH8TWbCl70_30gqxg,Special pricing for first and last shows,2011-04-17 05:03:04,0
13396,PHMUXzeuaVetxsvhhcwscA,o90H4ryS1MmRaXKtExgP1w,five bucks on Tuesdays and  15 for carload on Thursdays!:) cheap and fun for dates or hangouts,2012-03-21 00:55:09,0
13514,8kZsE4fLDufW20JKfEOnYA,kPorLswaS8h4xy-notLk9Q,Pirate exhibit? In Phx? Awesome!!!,2012-01-07 20:26:18,0
13522,6ehZ3X1gaHe-fxzndNRweA,p4JsD_Ya0NRXNdnhbVBs0A,Prometheus!,2012-06-09 20:04:58,0
13564,othmxOmbCmyjpI6x3_6nxQ,I_qSZPt7ndI0v0jBdOG_ug,First time here...  doesn't appear to be a busy or large place.,2013-05-18 01:18:04,0
13653,HVq7SYfZ4hpFFVsAU_Ub_Q,n-AQFKbW6MnpamdtA6ECpQ,"This place is not cheap, but worth the experience",2013-08-30 22:43:21,0
13757,b_Zi7CvZ4B2Rp5YUBTG3Yg,jobP3ywRd3QNZ_GCoPG2DQ,$5 movie Mondays!,2014-03-17 23:44:26,0
13862,25W8CVIdQDIkyPb8ISCGpQ,VkOyrR6CDfhZ7hh4yOvhiw,Reaaally packed even for 11pm showings,2011-08-27 05:51:02,0
13917,5Hk0sTvyPTdazvxrxwzoJw,imhibWA4C4M7drQSeZZU9g,Come early enough and you can have dinner right in the theatre before the show,2014-03-26 22:50:38,0
14186,xZAmw5gihOVO4duMN2Ju6Q,XS0wB4JnbOj_E1-4kzoLIg,"The worst theater ever.  They were out if hotdogs at the Snack bar at 5:30. There was no ice in the soda machines.  Speaking of the soda machines, the floor in front of them was so dirty that when I turned to leave my flip flop stayed there.  Told the person  that seemed to be in charge i got the response, ""what would you like me to do about it?"" And then walked away, if i had jot already told my son that we were going to see the movie i would have left.",2014-09-01 00:46:09,0
14299,46TNf-5T5EcNFRJPYv_nrw,rUv5UqvD7d-HMV-Ib1jaTA,"Clean, less expensive and in the neighborhood",2014-09-06 22:44:24,0
14428,jR00ESlM7Rmg9tFYwMbh4A,BxKe9Xt_fN6qBzrTofHuEQ,Capt America- taking only 50 more people.,2011-07-21 00:49:40,0
14743,rZElTUaWI9ycLCMfkhvRkA,yPRNwbXvumnl8Fdrkoouxg,"Watching ""Frozen"" with the grandkids.",2013-12-11 00:45:55,0
14870,itbAABf-gnxwOs22z1QRTg,0rRLSX5rotp1_wiShc0jNw,Always plenty of underground parking in the nw,2013-12-02 18:29:13,0
14872,qb-8RrNbVj-3WkXYuxpi3w,p0iEUamJVp_QpaheE-Nz_g,clustertruck!,2012-02-02 03:07:23,0
15099,lZq4yJbBv2DXCL0vsDFveQ,MM8n7SPaIuMlDGbUM5SZhA,At the new Dine-In theatre to see Dolphin Tale,2011-10-09 21:36:37,0
15173,6tYrS51N5X-SGVqvHgAzgg,F8FHXQBpMu1erLSTwUxYeQ,"Besides ipic, Harkins is the best theater in az.",2013-12-07 02:45:16,0
15463,ogpq6SVlB-HUuan_wzHXqw,p0iEUamJVp_QpaheE-Nz_g,If you can't get a suite ask for a corner room they are quite a bit bigger than their regular rooms and they are the same price!,2012-05-25 01:41:15,0
15468,FJ2yu9Pf5LIYcncoRKyzFQ,Nr9OfcwHu4FQjrQ6kYF-Xg,Last day of FNC festival.,2012-10-21 18:12:30,0
15526,L8GB1sEXJrVfR-UsDRjI-g,PNiH-BJRo2STl6bd5o_AvA,There's a fish tank,2013-12-28 17:00:44,0
15589,J2qPr_DMxCZeu3iGRur6Rw,uH8o7gBowYmbToJqHsbpxg,Taking Shants to watch HOP.,2011-04-25 01:18:46,0
15742,S05ujQ92h7YNDzY6u7wr_A,TT4XW2WMG0PNyUIFBIINuA,Pretty Lights!,2010-12-02 04:47:13,0
15841,skrfPzullnRT67YL2i4emg,ikTlMObBu3aI4xNmE9X4mA,Go during the week and you'll likely have the theatre to yourself!,2014-08-23 21:50:01,0
16017,-fQPzH-e-ubDIiLQhybEjQ,tOhzbIoz_UHhzuXiGOEYgQ,'MIB 3'. I'm just here to hear the catchy Pitbull song.,2012-05-27 04:40:07,0
16047,YUzqKt7hmG5BkRykHeZ0gg,BxKe9Xt_fN6qBzrTofHuEQ,Dark knight finally,2012-07-24 20:19:41,0
16147,aqNVz6FIoiStRbGWr173Ug,BTcY04QFiS1uh-RpkR7rAg,Love the loyalty cup!!!,2016-02-11 04:46:40,0
16156,1W3_JUSkH5tsrIWdIXoK-w,RxNPIAim-2fIw43IilR62g,First the Manor. Now here. All the holiday flicks.,2011-12-28 23:16:24,0
16172,DVyEHrFu1i5GXxv8edUWRg,BxKe9Xt_fN6qBzrTofHuEQ,Movie date #battleship,2012-05-21 04:55:46,0
16200,-8syaSLDbMXW2F2FApVgig,xJzJpTYC_1k_EE0AWTOPXw,Popcorn seasoning bring with you and there are drink selections for everyone including diet bargs and powerade zero in drink machines. Sign up for coupons online and free stuff every week,2013-05-31 02:12:44,0
16292,vKbRbgAEYDCdl-xjPIWLfQ,pi1DHl64UzYXkVuSwvsUwg,The phone number listed (243-7469) is no longer in service.,2010-03-24 03:01:15,0
16527,_rhYsgWA03_D88d3xEGFvw,nCAqeub9ERwzSoQwGzr1QQ,Plan b: spiderman.. Ted's theater way too small,2012-08-04 04:24:19,0
16564,83FDtYczOV7slpCCVcqaVw,jobP3ywRd3QNZ_GCoPG2DQ,Seats are comfy!!!,2013-05-23 04:10:48,0
16650,4wp4XI9AxKNqJima-xahlg,CTiWs36A_sX3eahdqrYxUQ,Addams Family!,2012-07-31 23:17:41,0
16744,VLwTjYr7OCEq-OF-lsmVww,jobP3ywRd3QNZ_GCoPG2DQ,I love the convenience of this place !  Easy & friendly service,2018-01-17 05:02:33,0
16794,kW6T2P85bw33RxrpcgMi-A,GAOeyq-7gt9QByhdcAK3cQ,Wrath of the Titans IMAX,2012-03-31 20:42:25,0
17026,KTK_ws8lu_TWfR7DtDWjMA,px0VdZdyTaclveb1LfV6rA,TinTin,2012-01-01 23:21:57,0
17276,ZS_qdLMh1XyXKGTrpKM-4Q,6ars_4bkkFdDnfgn0pMjlQ,Parking is a might dear.  Take transit if possible.,2014-03-30 01:04:24,0
17320,FPcebusaBm_0s-AAo9xe-g,a6dxvmopYI-kRwvc7OCt0Q,"Ewww.  Seats area dirty and falling apart,  sticky floors,  and smells funny.",2016-01-19 23:08:33,0
17343,Dkb-TJFNSWl4PYR8wEcWcw,pi1DHl64UzYXkVuSwvsUwg,"Great movie place.  Saw a health documentary that is not in other theatres

Vax xed Documentary on vac cines",2016-07-16 01:21:29,0
17394,hCEIxv2JSQ6To5r6DZ5NvQ,p0iEUamJVp_QpaheE-Nz_g,Free Budweiser and Clydesdale Show til 7.,2012-10-14 00:53:46,0
17494,XN_mILhKW559YaIHS3VWbg,h6Y1-KfN2XBkcrV85CS8yg,Grilled cheese is not grilled cheese. It's that plastic american stuff. The pluses are nice 3D screens and booze. Yes booze.,2012-05-29 07:23:49,0
17712,CDvhiRiczAq0M5pktyiyog,zoODlH40edpJYLPLkHilNA,Poltergeist!!,2015-05-25 21:22:28,0
17817,r5ggPC6OccLk6dDl5yqsJQ,jobP3ywRd3QNZ_GCoPG2DQ,The only TRUE IMAX film theater in Las Vegas!,2010-12-22 01:23:59,0
17869,HJj82f-csBI7jjgenwqhvw,p4JsD_Ya0NRXNdnhbVBs0A,Don't forget your Regal Club card!,2012-05-21 19:16:09,0
17987,Zo-tRHfaanb4wXknzzISmw,VOh-vGJlUJnaAb3tgPreQg,Thor!,2011-05-08 17:36:57,0
18077,uny77jqxY9JDmZcK8bnISw,h6Y1-KfN2XBkcrV85CS8yg,Management has got to be aware the thousands they're wasting on sub zero air cons temps!! It's fall already turn it off!!,2012-10-06 20:55:47,0
18207,o68A_3bAJTge-ioGXHdxKA,nvBhlpH8TWbCl70_30gqxg,Great food options and easy parking.,2010-07-18 19:04:50,0
18213,pL4NhW3rTokFr-CQh3Lzgg,h6Y1-KfN2XBkcrV85CS8yg,Star Trek!!!,2013-05-18 03:45:11,0
18284,-usD3zS4GcAnipGLLpBS-g,mBeZ3dQzUPV60Oa26k3qHw,The Batman was Awesome...... No Crazy Stupid ness occured.... Thank God no shooting... Nut Then again... I am My brothers keeper and i fear nithing in tge Dark,2012-07-30 00:45:00,0
18351,D-ZyQ4iT1XRFkcOAWXnxCQ,vDhifJNAtVFGjqJM5hFQkg,$1 margaritas on a Friday!,2011-07-23 01:01:28,0
18371,o4sfrn1ziZ-7yasx2127xw,p0iEUamJVp_QpaheE-Nz_g,Day off=poker time,2012-06-12 17:43:27,0
18414,0Qp91Kf6WW_a8krHXVbRGA,uH8o7gBowYmbToJqHsbpxg,Dark Shadows,2012-05-20 00:37:04,0
18514,7hAhYoMPjHnxKCz6MQ95Bg,vnoEUVLjmEdk6XMR26G0QQ,Demetres nearby!,2014-06-12 23:24:14,0
18523,ksYpOznbD-22wYpTiacHwA,BxKe9Xt_fN6qBzrTofHuEQ,American Pie Reunion!,2012-04-07 05:46:56,0
18570,KGsXnYHvYddGaL_jyl0DMQ,_98ytLdlPEDp0FTuO31R7Q,Moneyball is an awesome movie !,2011-10-02 04:01:07,0
18588,LoKOWvUpjWsx3emo5B4g4g,Y5CTA3S9TVkpr3Yvwaki-A,Captain America in style!,2011-07-24 02:53:10,0
18595,DCb1NHozrcKBKokL7z3LfQ,Y5CTA3S9TVkpr3Yvwaki-A,Movie break with Rachel,2011-10-24 22:44:28,0
18638,ohaY-5sMawogFQxrDhWdAw,Q3G58vv1ClvH4re9QBsVgQ,The tourist!,2010-12-10 08:55:12,0
18683,l-B4axUNxQ9FVVxeQm8t2A,Z96TEJDXyUhCerS-9QllXw,Bring cash. No credit or debit cards accepted.,2012-01-22 00:19:28,0
18736,Y-6Mfz-NZ-hEMVxNtjJWBQ,uH8o7gBowYmbToJqHsbpxg,The Dark Knight Rises!,2012-07-21 19:10:02,0
18747,kBjlWLf5KIYLTkL_1zB7Tw,MM8n7SPaIuMlDGbUM5SZhA,Love this place!,2013-05-27 16:17:34,0
18790,VUw_6lkYhFga2aArvW3Umg,_98ytLdlPEDp0FTuO31R7Q,Harry Potter!,2011-07-25 03:27:28,0
18835,r5ggPC6OccLk6dDl5yqsJQ,-ipc5f0XiXwH3hbNnro54Q,"If you win a free drink via their club card, upgrade to large for only 50 cents!",2012-08-06 01:59:09,0
18842,0VYkLWEPBikRUlttqMxbtQ,ZJKvmjBinGXEagy7l1na7Q,Love the $5 movies before 6pm during the week!,2012-01-25 21:09:26,0
19069,D-ZyQ4iT1XRFkcOAWXnxCQ,vDhifJNAtVFGjqJM5hFQkg,Drinks!,2011-07-30 00:21:18,0
19089,NTuvVb-ZwQ_rFn6W9Krm7A,4RoTEeqB_MNn6yaqZmlZHg,Great assortment of indie films,2014-01-15 23:41:46,0
19101,tFLFrEjD9omSqs0gqSYxvA,cfggUk66F01Av4YWZJXcnA,I was burning up while watching movie! The ac needs to be on or on low temperature!,2018-04-26 06:59:42,0
19172,BbS3gs_iRr1JAXIbVmAWFw,J0ufK7WAEq6oAdpDFz2xVA,About to see Total Recall.,2012-08-03 22:32:50,0
19274,1W3_JUSkH5tsrIWdIXoK-w,LaRDgOcsS0A4CvfwKkX3lw,Captain America,2011-08-06 20:45:17,0
19314,yrGeqP30031VoESFq2axrQ,Z96TEJDXyUhCerS-9QllXw,I love that it only coats $3 a person!,2013-09-07 04:29:10,0
19383,1J1wECaKO1sw8_iMKyDjKA,RtXj1StQUbCMEmxRR10Bqg,The Dictator!,2012-05-19 02:49:03,0
19477,vaFVXew_ksqvnvXiIa40kA,zoODlH40edpJYLPLkHilNA,Bathrooms aren't as big as other theaters so make frequent trips before Ur movie!!,2013-05-26 23:58:16,0
19575,TdYKJgSgY2GF_YJnwsi5yQ,4RoTEeqB_MNn6yaqZmlZHg,"{ Fri - Sun }

Matinee (Before 4pm)
Adult: $9; Senior/Child: $8

General (After 4pm)
Adult: $11.50; Senior/Child: $8

{ Mon, Wed, Thurs }

Matinee (Before 6pm)
Adult: $9; Senior/Child: $8

General (After 6pm)
Adult: $11; Senior/Child: $8

{ Tues }

Economy tickets: $6 ALL DAY!

Child: Age 11 and under
Senior: 60+",2014-08-24 09:50:21,0
19617,7vyw57vXvZl1LAXK4vzQtA,nJUsNx-LKAZ0FHGm9mnmaw,It's the best place,2016-07-31 20:02:39,0
19635,NsegE9Mqm3GCQeSx0v0tYw,VkOyrR6CDfhZ7hh4yOvhiw,black swan,2010-12-24 06:21:57,0
19690,m5pVwzwwicHje7ij15Bwug,wxYpbaR3zQuMhgSbUym_xw,Seeing Bernie. not sure what im im for. But I know who to blame,2012-05-20 16:38:02,0
19777,nefYrZL3vAdTd9SBPf8kPg,dwogRZ8Vdu7Pd4qSN0UwXg,Half off movies this week!,2015-09-03 15:10:13,0
19932,sGRO77GbTidOGvsI0eWraQ,K1ekU1q26tNrImHrt3rr2A,Place is one of the best Theaters to see a movie staff always freindly,2016-01-08 19:04:03,0
20089,dZbFtvD311Vfa8CqsH0jzg,tuIg103yDqCEcTk5J_h8ow,Leave your bar tab open during a movie and pop out to grab another drink at the bar.,2011-10-08 22:57:49,0
20109,rW33zAX5Ot3tSAx4uM5KxQ,vDhifJNAtVFGjqJM5hFQkg,Career fair,2014-01-23 19:36:46,0
20179,iSC96O2NjQc3JExGUHQG0Q,K1ekU1q26tNrImHrt3rr2A,Underworld Awakening,2012-01-20 20:14:10,0
20330,WscqM5C1P9GavgprvUgXHg,v015pusDxymYrTi_l48t2w,Coming on a Tuesday is smart for families since it's just 4.75 for adults and 1.00 for kids,2013-12-29 00:41:10,0
20539,gdb6MA_ONLfEQy8uncuh5g,cXX09TeO-mPc1Nww_rk8_Q,Date night w/the hubby!  Despicable Me 3D,2011-01-03 00:37:07,0
20734,jKx0XOTrnT6gHiiRZ-UVKg,Bn2EwVbG_z3KPVka6wOg6w,Don't wait in line.  Get tix at kiosk.,2012-07-21 23:31:38,0
20928,IBiHQzvzP01UNuLbADSz4A,AKPLL7N4yTidQF7xY8kneg,"Another place that only serves Pepsi products...*le sigh"".",2013-05-18 23:54:37,1
20995,vIsEJsMbPGOVsSp04cc6EQ,F8FHXQBpMu1erLSTwUxYeQ,"Great times, friends with benefits and the award winning http://www.valleymoviegroup.com hosted by Jayson Hoffer.",2011-07-24 23:08:24,0
21048,Mc5cRtCX2n1X14GScfL7_Q,p0iEUamJVp_QpaheE-Nz_g,Can't beat the value,2012-07-29 21:51:14,0
21074,ohLH1DFgfqC-I5nEe2z8Nw,ZUyWD8Rs_JY_yzw-t6VTBg,Not your typical cold uncomfortable theater!,2014-10-15 04:57:33,0
21216,_ir8NHMtV7KPTwmBmlkmQw,K1ekU1q26tNrImHrt3rr2A,The girl with the dragon tattoo!,2012-01-10 03:17:15,0
21373,m5pVwzwwicHje7ij15Bwug,VOh-vGJlUJnaAb3tgPreQg,Catchng up with the bat.,2012-07-21 18:24:49,0
21383,N8KY5W3UXAZrAGMYO2IDFw,F8FHXQBpMu1erLSTwUxYeQ,Black Friday special! 12pm-6pm. Buy a t-shirt and get a free refillable cup!,2016-11-25 20:00:46,0
21444,vLViu2g_fVFqexb-NBhx4Q,vDhifJNAtVFGjqJM5hFQkg,Watching friends with benefits,2011-08-09 04:48:10,0
21452,QtT8tBXKhZI3Ehe4oUfbGw,p0iEUamJVp_QpaheE-Nz_g,The pro said the machines are old. :-(,2011-12-25 05:54:17,0
21543,gwIqbXEXijQNgdESVc07hg,B7crzLt3Cmq2Uy3JOiMnRw,"Blue Monday promo for scene members. Jan 18th use 500 scene points to get any ticket including IMAX, VIP, Ultra AVX, D-Box",2016-01-15 05:33:55,0
21609,Zc2tePHRnpP-YR6fesbPEg,WgD4husYU3KNF1nOlg2MEg,"Le plus tendre des cinémas de Montréal, j'adore y aller seule ou accompagnée.",2016-02-23 22:29:54,0
21640,waadolhBnW9k2YexoLruLg,BxKe9Xt_fN6qBzrTofHuEQ,best multiplex in Vegas!,2010-12-22 22:20:48,0
21715,wxeTtPILiMl1L-yBB-D2HA,1wiv2BvvauMj8hS16UuEYw,Just discovered the free wifi!,2010-12-08 04:09:37,0
21978,TwilnpgwW43r9-O2AS4PDQ,AMBBqVaT2PP9VODc5hXIyQ,Harry Potter 3D with J!!,2011-07-16 19:52:28,0
22077,Mq8Su0PZC8D4EaJrLJOhYw,Y5CTA3S9TVkpr3Yvwaki-A,Thanks to my friend James (now JD) we are chillin'! This is amazing.,2011-10-12 02:52:48,0
22262,WHBzVnZi-wUoKJyfVK7zgA,kzdbkojvhf49MGyheAncOw,Mummies exhibit is COLD. Bring a sweater/jacket.,2012-03-19 17:30:34,0
22359,A0j21z2Q1HGic7jW6e9h7A,AKPLL7N4yTidQF7xY8kneg,"From ""Into Darkness"", to now ""Oblivion""; what is it with these movie titles! It cannot be all that bad if Morgan Freeman agreed to be in it, right?",2013-05-22 23:15:32,1
22426,wvma7t8p3sXk_0fKxyam8w,hhoKM8RdfYo97Y72LqmOgw,Love the seats here compared to other cinemas.,2011-04-28 16:36:49,0
22524,YlezgTVxMYI52t_u1J7YOA,BxKe9Xt_fN6qBzrTofHuEQ,all day $5 every tuesday :),2013-02-13 01:25:25,0
22536,ewDNa_FRoG71UFm56eTGkw,p0iEUamJVp_QpaheE-Nz_g,At stomping grounds,2011-10-01 08:56:40,0
22565,4yJmm_dsTGX1DfxaPCxxgw,imhibWA4C4M7drQSeZZU9g,Tim Burton exhibit sold out for next 2hrs.,2010-12-28 20:37:53,0
22584,bTTZzC8RvTxTOeGMvJ5icQ,fZioXnBVf-KAsCFX-P2whg,Family movie night! :) Unstoppable! BETTER BE GOOD! ;),2010-12-06 05:13:01,0
22641,EDIELDbwWJ-_qgR-f6x9ig,cPRXswksG5uHCOrask1Y7Q,"Don't worry about your seats. The Auditorium has awesome seating, you can see perfectly anywhere you sit.",2015-09-14 19:44:24,0
22845,Tz7sOM6PYX2BgRM5hP0dQw,v015pusDxymYrTi_l48t2w,Awesome old-school movie experience.,2012-10-18 06:35:38,0
22968,zoQ7PP4MlKL_XLZKuIp2Zg,p4JsD_Ya0NRXNdnhbVBs0A,So happy they've renovated and added the reclining chairs. Just need the bar now....,2015-05-26 18:26:43,0
23193,KGsXnYHvYddGaL_jyl0DMQ,tOhzbIoz_UHhzuXiGOEYgQ,Great place to see a movie  never crowded!,2011-07-15 21:06:57,0
23324,5wT0vDycEzgq95yVCZ60Aw,p0iEUamJVp_QpaheE-Nz_g,Fun local casino for play and entertainment,2011-01-23 22:34:20,0
23339,WJKocp9RE0KatUwh3_DkGg,tOhzbIoz_UHhzuXiGOEYgQ,Spy. 5/5 stars! Do not miss this movie! SO funny!,2015-06-18 21:41:01,0
23435,QQtoHnP0cP7nzNnUob_1CQ,pzJLbHcXpm_MYkJ1c6qbbg,Really depressingly average cinema.,2012-03-16 18:14:22,0
23813,J11QeKHyB-419kegkzkbXw,zoODlH40edpJYLPLkHilNA,Love the no cell phone policy!,2016-05-07 01:49:35,0
23814,baS75hlUixroTs-oyiyF_Q,vDhifJNAtVFGjqJM5hFQkg,BINGO!,2013-12-27 21:08:05,0
23820,Gupf-Vvbl09jdhLFUxB_og,krCiaZqjU2CeOfwoJWctDg,"Gonna check out the imax, the game room became the game hallway, only one good game with prizes...",2012-01-29 01:13:30,0
24057,NeOIp8tz0kfxtmA8YUPmJA,GIPY7lBIIY8ITSfu63q-YQ,Avengers!!,2012-05-20 19:59:28,0
24118,dLrMDYQ9TwfodJxYLfaKDQ,p0iEUamJVp_QpaheE-Nz_g,Steak n Shake!,2010-12-18 06:06:25,0
24270,zeOG1kyPgYmu7YSvIcyTCA,nvBhlpH8TWbCl70_30gqxg,Avengers!!,2012-06-03 05:19:10,0
24302,uoDV0NZ7f9MPkSEp99WcpA,_98ytLdlPEDp0FTuO31R7Q,"Who knew cancer could be funny??!! See ""50/50"" it's excellent!",2011-10-15 23:39:09,0
24638,RQqnw_pijA72chXGAWv4qQ,v015pusDxymYrTi_l48t2w,"This is a place for real 50's Americana, when you come here you feel like a kid again in an old hot rod Chevrolet, more people should partake in this before they go away forever!",2013-09-22 02:12:17,1
24677,7J6Hb7VuTsJq50iiNwqvCg,p4JsD_Ya0NRXNdnhbVBs0A,Digital projection is good. Sound system could be better.,2011-12-29 03:31:12,0
24684,os-sDQoh-hCt2Lg76z6ZUA,BxKe9Xt_fN6qBzrTofHuEQ,Matinee prices are $5.29 a ticket!,2015-05-19 22:09:43,0
24752,x2o4DyS9DUUTD2S0vwlDCQ,AlN1hJXQL84ZZkoMdF58sw,Usually less crowded than the theaters nearby like Fairview and STC,2015-07-08 16:16:19,0
25024,dLWDy4yzVzMQuhjoEcRO0g,_98ytLdlPEDp0FTuO31R7Q,Girls night at a chick flick!,2012-10-14 02:11:37,0
25175,_jvpuLE8claM2mi6jMKXOA,MM8n7SPaIuMlDGbUM5SZhA,"alcohol and huge plush seats at the movies? yes, please!",2013-08-21 20:36:46,0
25195,rWFU18-weGb1HKFENUkKSQ,Y5CTA3S9TVkpr3Yvwaki-A,"Tanzy is cool, iPic ok not great, Salt sucks.  Yes, the aesthetics are nice but any place can do that.  The service sucks for what you're paying.  Rude and condescending managers.",2012-07-22 03:38:01,0
25354,Q-kFSXUsidFrFUB3D2g1Qg,kPorLswaS8h4xy-notLk9Q,Tornado Alley!,2013-06-09 20:09:08,0
25416,wp6tHXlUkGL33P6rJiO-hg,wxYpbaR3zQuMhgSbUym_xw,"Ask for Jalapeños for your popcorn, they are free behind the counter!",2014-03-14 23:50:22,0
25423,snseDrQeTOiUW3EoY1h5hw,VkOyrR6CDfhZ7hh4yOvhiw,Total recall....it's Collin Farrell so it should be fun...right? Jajajajaj,2012-08-05 01:53:57,0
25452,WJKocp9RE0KatUwh3_DkGg,F8FHXQBpMu1erLSTwUxYeQ,The King's Speech. A SLPs dream.,2011-01-14 19:34:59,0
25480,uEvusDwoSymbJJ0auR3muQ,-ipc5f0XiXwH3hbNnro54Q,Maleficent...again!,2014-06-07 19:28:32,0
25823,MeJI77jgRpYkAdOH5kbNLg,cXX09TeO-mPc1Nww_rk8_Q,Real Steel was meh. Definitely a $2 flick. And $9 for small popcorn and small soda.,2012-01-15 23:52:07,0
25859,yQ0ABKYPrKm3Yp7oqZ9pNg,B7crzLt3Cmq2Uy3JOiMnRw,Super 8!,2011-07-23 00:23:58,0
25926,iq5vg0MAN_y0b1BjDQS-hQ,BxKe9Xt_fN6qBzrTofHuEQ,What can I say. It's movies as usual.,2015-05-17 20:08:46,0
25959,dTX2-sw-iXk6VjgE8PHYyA,XS0wB4JnbOj_E1-4kzoLIg,"FULL of young, disruptive teens constantly since it's in the mall. It can be bad, so choose your times wisely. After 10 seems to work.",2011-05-01 19:36:14,0
25998,1n1xtwLIcbqt87gJK73KoQ,0QzCeORfF8EY34UODWRV9A,Money money money,2013-12-03 23:25:31,0
26155,Nw6Jza_cb0aqd4PT769Vzw,BxKe9Xt_fN6qBzrTofHuEQ,Has gotten so much better since rave jacked it up! Yay AMC!,2013-12-22 03:37:24,0
26240,dhzFU-vli6AoXk3gaoGM_w,q9wNJpZd1bx22PDpAbwZsA,Despicable me 3 was so good i had to see it 3 times!!!,2013-08-16 21:44:08,0
26329,XSp-s4Jb2-RP-UE3wy2_gQ,zoODlH40edpJYLPLkHilNA,My new favorite movie theater. This place is amazing!,2013-05-21 00:25:37,0
26495,l-AfWj5V2vO8wixUvRawcQ,xnki9gbekoPntcxZhGx1nw,Nice facilities for a movie - watching Avengers in 3D - very nice theater,2012-05-27 22:29:55,0
26747,V68CvS9PmKGTAld-_05ZWw,kPorLswaS8h4xy-notLk9Q,A lot of stuff to learn! Plan at least a half of the day.,2016-08-16 21:15:31,0
26763,rzcuN6-bBV2CSNalODR0oA,BxKe9Xt_fN6qBzrTofHuEQ,$5 for Matinee Movies!!! Sweet..  :),2014-06-03 21:31:21,0
26972,QZZStBqEL3Zz2iC2zm04bA,ZUyWD8Rs_JY_yzw-t6VTBg,For quick and convenient service purchase your tickets through the AMC Theaters App.  This location has the technology to allow you to put your tickets into your passbook on your iPhone and then just scan your phone to get in quickly! =),2015-09-05 11:21:07,0
26976,7ci2AyZKrO88ptoN4cznNw,p0iEUamJVp_QpaheE-Nz_g,$1 bowling games at midnight,2012-04-03 07:52:14,0
27121,R_wlZO-jKFGEVJnSfWISqQ,f4mh1Y0rnvbJRfQ3jPkqzQ,Best theatre in Charlotte!,2011-12-28 15:02:05,0
27153,YNkbvkPhLMFlOFYH2PLMwA,uOzNKYArLlr6hzi2eZKLTA,Full bar and fantastic popcorn! Get a table instead of regular seats and go with a group. The Oaks isn't just a movie theater anymore!,2016-02-06 16:32:39,0
27220,wxQCLMnuVYbdtmQCc2ryZg,BxKe9Xt_fN6qBzrTofHuEQ,Drink sizes are huge!,2014-06-06 06:39:00,0
27258,vWkpBLhCHbnKhpGVEjysnQ,0rRLSX5rotp1_wiShc0jNw,"Park at the north side near Sears. Great access, lots of space, and Phil & Sebs is there too :))",2010-12-03 05:29:02,0
27266,BB9HSGkrJJppYmIgF37fgw,BxKe9Xt_fN6qBzrTofHuEQ,Not the most comfy seats. Depending on the theater the seats are Better than others.,2016-11-23 02:14:43,0
27672,WFYg4CL8ZIeeQ-N9m31EOA,PNiH-BJRo2STl6bd5o_AvA,Free Ben and Jerry's samples today - June 27,2010-06-27 20:06:18,0
27852,0UI9KTPdtkwl9lMdMT-Sgg,ikTlMObBu3aI4xNmE9X4mA,"Smaller theater, not very crowded. Just a nice easy going theater.",2013-05-26 03:12:49,0
28089,Tsm8VraTp5OGyVALtUiCeQ,kPorLswaS8h4xy-notLk9Q,Adults night for First Friday!,2012-04-07 02:41:33,0
28135,VUw_6lkYhFga2aArvW3Umg,_98ytLdlPEDp0FTuO31R7Q,Watching Thor with my.boy,2011-05-15 18:53:39,0
28174,GG9tAoEC9sMa_DokSkkImA,nCAqeub9ERwzSoQwGzr1QQ,"The seats need to be upgraded to the reclining seats, stat!",2017-05-28 00:08:10,0
28239,zmC3gPQr0KPmsL3BinasJg,pi1DHl64UzYXkVuSwvsUwg,cash only!,2014-06-06 21:17:38,0
28310,X6uquqCVglmUV7nOH-R1SA,p0iEUamJVp_QpaheE-Nz_g,"Lunch time using our ""comps"" :)",2012-07-28 18:52:05,0
28788,PRDGKuJaTKyABTUGRATJsQ,TT4XW2WMG0PNyUIFBIINuA,30 seconds to Mars and Neon Trees ! Time to rock out ;),2010-05-17 02:53:00,0
28791,_ir8NHMtV7KPTwmBmlkmQw,-ipc5f0XiXwH3hbNnro54Q,Total Recall with FH!!!,2012-08-05 22:44:59,0
28983,RQlnSCjuqMnhR3Qk6j4KoA,zoODlH40edpJYLPLkHilNA,Adjusting the seat makes noises that will humor the inner child in you.,2013-05-17 01:34:44,0
29000,OfhS8KULUZlc7Okt91BvoA,nOidqR9yk6clKeXbuT_gZg,Barely anyone ever here in the afternoons,2012-03-22 19:32:27,0
29083,-hUgrj7Lzir3yLUYrMYQ4g,c9o0sBdEvER2nBeZ6HS9pw,Oooh leanback seats =),2010-12-27 02:14:56,0
